LUV,9,8,2,0,16,16, True, True, True,0.985
LUV,9,8,2,0,16,16, True, False, True,0.9925
LUV,9,8,2,0,16,16, False, True, True,0.99
LUV,9,8,2,0,16,16, False, False, True,0.975
LUV,9,8,2,0,16,32, True, True, True,0.9925
LUV,9,8,2,0,16,32, True, False, True,0.985
LUV,9,8,2,0,16,32, False, True, True,0.9975
LUV,9,8,2,0,16,32, False, False, True,0.98
LUV,9,8,2,0,32,16, True, True, True,0.9925
LUV,9,8,2,0,32,16, True, False, True,0.9925
LUV,9,8,2,0,32,16, False, True, True,0.99
LUV,9,8,2,0,32,16, False, False, True,0.985
LUV,9,8,2,0,32,32, True, True, True,0.995
LUV,9,8,2,0,32,32, True, False, True,0.9825
LUV,9,8,2,0,32,32, False, True, True,0.99
LUV,9,8,2,0,32,32, False, False, True,0.9775
LUV,9,8,2,1,16,16, True, True, True,0.9875
LUV,9,8,2,1,16,16, True, False, True,0.99
LUV,9,8,2,1,16,16, False, True, True,0.9925
LUV,9,8,2,1,16,16, False, False, True,0.9375
LUV,9,8,2,1,16,32, True, True, True,0.995
LUV,9,8,2,1,16,32, True, False, True,0.99
LUV,9,8,2,1,16,32, False, True, True,0.995
LUV,9,8,2,1,16,32, False, False, True,0.9475
LUV,9,8,2,1,32,16, True, True, True,0.9975
LUV,9,8,2,1,32,16, True, False, True,0.9925
LUV,9,8,2,1,32,16, False, True, True,0.99
LUV,9,8,2,1,32,16, False, False, True,0.94
LUV,9,8,2,1,32,32, True, True, True,0.9975
LUV,9,8,2,1,32,32, True, False, True,0.985
LUV,9,8,2,1,32,32, False, True, True,0.995
LUV,9,8,2,1,32,32, False, False, True,0.9475
LUV,9,8,2,2,16,16, True, True, True,0.99
LUV,9,8,2,2,16,16, True, False, True,0.99
LUV,9,8,2,2,16,16, False, True, True,0.9875
LUV,9,8,2,2,16,16, False, False, True,0.9475
LUV,9,8,2,2,16,32, True, True, True,0.9975
LUV,9,8,2,2,16,32, True, False, True,0.9775
LUV,9,8,2,2,16,32, False, True, True,0.9875
LUV,9,8,2,2,16,32, False, False, True,0.9425
LUV,9,8,2,2,32,16, True, True, True,0.985
LUV,9,8,2,2,32,16, True, False, True,0.985
LUV,9,8,2,2,32,16, False, True, True,0.9825
LUV,9,8,2,2,32,16, False, False, True,0.9325
LUV,9,8,2,2,32,32, True, True, True,0.99
LUV,9,8,2,2,32,32, True, False, True,0.9875
LUV,9,8,2,2,32,32, False, True, True,0.9825
LUV,9,8,2,2,32,32, False, False, True,0.94
LUV,9,8,2, ALL,16,16, True, True, True,0.9975
LUV,9,8,2, ALL,16,16, True, False, True,0.9925
LUV,9,8,2, ALL,16,16, False, True, True,0.9925
LUV,9,8,2, ALL,16,16, False, False, True,0.99
LUV,9,8,2, ALL,16,32, True, True, True,0.9975
LUV,9,8,2, ALL,16,32, True, False, True,1
LUV,9,8,2, ALL,16,32, False, True, True,0.995
LUV,9,8,2, ALL,16,32, False, False, True,0.99
LUV,9,8,2, ALL,32,16, True, True, True,0.9975
LUV,9,8,2, ALL,32,16, True, False, True,0.995
LUV,9,8,2, ALL,32,16, False, True, True,0.995
LUV,9,8,2, ALL,32,16, False, False, True,0.99
LUV,9,8,2, ALL,32,32, True, True, True,0.9925
LUV,9,8,2, ALL,32,32, True, False, True,0.9975
LUV,9,8,2, ALL,32,32, False, True, True,0.9975
LUV,9,8,2, ALL,32,32, False, False, True,0.9875
LUV,9,8,3,0,16,16, True, True, True,0.9925
LUV,9,8,3,0,16,16, True, False, True,0.9975
LUV,9,8,3,0,16,16, False, True, True,0.9775
LUV,9,8,3,0,16,16, False, False, True,0.9825
LUV,9,8,3,0,16,32, True, True, True,0.9925
LUV,9,8,3,0,16,32, True, False, True,0.99
LUV,9,8,3,0,16,32, False, True, True,0.99
LUV,9,8,3,0,16,32, False, False, True,0.9725
LUV,9,8,3,0,32,16, True, True, True,0.985
LUV,9,8,3,0,32,16, True, False, True,0.99
LUV,9,8,3,0,32,16, False, True, True,0.9875
LUV,9,8,3,0,32,16, False, False, True,0.9875
LUV,9,8,3,0,32,32, True, True, True,0.995
LUV,9,8,3,0,32,32, True, False, True,0.99
LUV,9,8,3,0,32,32, False, True, True,0.985
LUV,9,8,3,0,32,32, False, False, True,0.9875
LUV,9,8,3,1,16,16, True, True, True,0.995
LUV,9,8,3,1,16,16, True, False, True,0.985
LUV,9,8,3,1,16,16, False, True, True,0.9825
LUV,9,8,3,1,16,16, False, False, True,0.94
LUV,9,8,3,1,16,32, True, True, True,0.9925
LUV,9,8,3,1,16,32, True, False, True,0.99
LUV,9,8,3,1,16,32, False, True, True,0.9925
LUV,9,8,3,1,16,32, False, False, True,0.9225
LUV,9,8,3,1,32,16, True, True, True,0.9975
LUV,9,8,3,1,32,16, True, False, True,0.99
LUV,9,8,3,1,32,16, False, True, True,0.98
LUV,9,8,3,1,32,16, False, False, True,0.9475
LUV,9,8,3,1,32,32, True, True, True,0.9925
LUV,9,8,3,1,32,32, True, False, True,0.9925
LUV,9,8,3,1,32,32, False, True, True,0.985
LUV,9,8,3,1,32,32, False, False, True,0.9325
LUV,9,8,3,2,16,16, True, True, True,0.995
LUV,9,8,3,2,16,16, True, False, True,0.9925
LUV,9,8,3,2,16,16, False, True, True,0.9875
LUV,9,8,3,2,16,16, False, False, True,0.935
LUV,9,8,3,2,16,32, True, True, True,0.995
LUV,9,8,3,2,16,32, True, False, True,0.995
LUV,9,8,3,2,16,32, False, True, True,0.9825
LUV,9,8,3,2,16,32, False, False, True,0.935
LUV,9,8,3,2,32,16, True, True, True,0.99
LUV,9,8,3,2,32,16, True, False, True,0.9875
LUV,9,8,3,2,32,16, False, True, True,0.9825
LUV,9,8,3,2,32,16, False, False, True,0.9225
LUV,9,8,3,2,32,32, True, True, True,0.9875
LUV,9,8,3,2,32,32, True, False, True,0.985
LUV,9,8,3,2,32,32, False, True, True,0.9825
LUV,9,8,3,2,32,32, False, False, True,0.955
LUV,9,8,3, ALL,16,16, True, True, True,0.995
LUV,9,8,3, ALL,16,16, True, False, True,0.9975
LUV,9,8,3, ALL,16,16, False, True, True,0.9875
LUV,9,8,3, ALL,16,16, False, False, True,0.99
LUV,9,8,3, ALL,16,32, True, True, True,0.9975
LUV,9,8,3, ALL,16,32, True, False, True,0.9925
LUV,9,8,3, ALL,16,32, False, True, True,0.995
LUV,9,8,3, ALL,16,32, False, False, True,0.995
LUV,9,8,3, ALL,32,16, True, True, True,1
LUV,9,8,3, ALL,32,16, True, False, True,1
LUV,9,8,3, ALL,32,16, False, True, True,0.995
LUV,9,8,3, ALL,32,16, False, False, True,0.98
LUV,9,8,3, ALL,32,32, True, True, True,0.995
LUV,9,8,3, ALL,32,32, True, False, True,0.99
LUV,9,8,3, ALL,32,32, False, True, True,0.9875
LUV,9,8,3, ALL,32,32, False, False, True,0.985
LUV,9,8,4,0,16,16, True, True, True,0.995
LUV,9,8,4,0,16,16, True, False, True,0.9875
LUV,9,8,4,0,16,16, False, True, True,0.985
LUV,9,8,4,0,16,16, False, False, True,0.98
LUV,9,8,4,0,16,32, True, True, True,0.995
LUV,9,8,4,0,16,32, True, False, True,0.985
LUV,9,8,4,0,16,32, False, True, True,0.99
LUV,9,8,4,0,16,32, False, False, True,0.98
LUV,9,8,4,0,32,16, True, True, True,0.9875
