YCrCb, 9, 8, 0, 16, 16, True, True, True, 0.9950
YCrCb, 9, 8, 0, 16, 16, True, False, True, 0.9875
YCrCb, 9, 8, 0, 16, 16, False, True, True, 0.9875
YCrCb, 9, 8, 0, 16, 16, False, False, True, 0.9850
YCrCb, 9, 8, 0, 16, 32, True, True, True, 0.9950
YCrCb, 9, 8, 0, 16, 32, True, False, True, 0.9900
YCrCb, 9, 8, 0, 16, 32, False, True, True, 1.0000
YCrCb, 9, 8, 0, 16, 32, False, False, True, 0.9775
YCrCb, 9, 8, 0, 32, 16, True, True, True, 0.9950
YCrCb, 9, 8, 0, 32, 16, True, False, True, 0.9875
YCrCb, 9, 8, 0, 32, 16, False, True, True, 0.9925
YCrCb, 9, 8, 0, 32, 16, False, False, True, 0.9775
YCrCb, 9, 8, 0, 32, 32, True, True, True, 0.9875
YCrCb, 9, 8, 0, 32, 32, True, False, True, 0.9850
YCrCb, 9, 8, 0, 32, 32, False, True, True, 0.9925
YCrCb, 9, 8, 0, 32, 32, False, False, True, 0.9775
YCrCb, 9, 8, 1, 16, 16, True, True, True, 0.9950
YCrCb, 9, 8, 1, 16, 16, True, False, True, 0.9800
YCrCb, 9, 8, 1, 16, 16, False, True, True, 0.9875
YCrCb, 9, 8, 1, 16, 16, False, False, True, 0.9375
YCrCb, 9, 8, 1, 16, 32, True, True, True, 1.0000
YCrCb, 9, 8, 1, 16, 32, True, False, True, 0.9850
YCrCb, 9, 8, 1, 16, 32, False, True, True, 0.9850
YCrCb, 9, 8, 1, 16, 32, False, False, True, 0.9525
YCrCb, 9, 8, 1, 32, 16, True, True, True, 0.9975
YCrCb, 9, 8, 1, 32, 16, True, False, True, 0.9950
YCrCb, 9, 8, 1, 32, 16, False, True, True, 0.9875
YCrCb, 9, 8, 1, 32, 16, False, False, True, 0.9250
YCrCb, 9, 8, 1, 32, 32, True, True, True, 0.9900
YCrCb, 9, 8, 1, 32, 32, True, False, True, 0.9850
