RGB,9,8,2,0,16,16, True, True, True,0.985
RGB,9,8,2,0,16,16, True, False, True,0.9925
RGB,9,8,2,0,16,16, False, True, True,0.995
RGB,9,8,2,0,16,16, False, False, True,0.9875
RGB,9,8,2,0,16,32, True, True, True,0.99
RGB,9,8,2,0,16,32, True, False, True,0.99
RGB,9,8,2,0,16,32, False, True, True,0.995
RGB,9,8,2,0,16,32, False, False, True,0.975
RGB,9,8,2,0,32,16, True, True, True,0.9875
RGB,9,8,2,0,32,16, True, False, True,0.9925
RGB,9,8,2,0,32,16, False, True, True,0.99
RGB,9,8,2,0,32,16, False, False, True,0.9825
RGB,9,8,2,0,32,32, True, True, True,0.9925
RGB,9,8,2,0,32,32, True, False, True,0.99
RGB,9,8,2,0,32,32, False, True, True,1
RGB,9,8,2,0,32,32, False, False, True,0.9875
RGB,9,8,2,1,16,16, True, True, True,0.9875
RGB,9,8,2,1,16,16, True, False, True,0.985
RGB,9,8,2,1,16,16, False, True, True,0.985
RGB,9,8,2,1,16,16, False, False, True,0.97
RGB,9,8,2,1,16,32, True, True, True,0.9975
RGB,9,8,2,1,16,32, True, False, True,0.995
RGB,9,8,2,1,16,32, False, True, True,0.99
RGB,9,8,2,1,16,32, False, False, True,0.99
RGB,9,8,2,1,32,16, True, True, True,0.985
RGB,9,8,2,1,32,16, True, False, True,0.995
RGB,9,8,2,1,32,16, False, True, True,0.9875
RGB,9,8,2,1,32,16, False, False, True,0.9825
RGB,9,8,2,1,32,32, True, True, True,0.99
RGB,9,8,2,1,32,32, True, False, True,0.99
RGB,9,8,2,1,32,32, False, True, True,1
RGB,9,8,2,1,32,32, False, False, True,0.985
RGB,9,8,2,2,16,16, True, True, True,0.995
RGB,9,8,2,2,16,16, True, False, True,0.98
RGB,9,8,2,2,16,16, False, True, True,0.9975
RGB,9,8,2,2,16,16, False, False, True,0.965
RGB,9,8,2,2,16,32, True, True, True,0.995
RGB,9,8,2,2,16,32, True, False, True,0.98
RGB,9,8,2,2,16,32, False, True, True,0.98
RGB,9,8,2,2,16,32, False, False, True,0.98
RGB,9,8,2,2,32,16, True, True, True,0.99
RGB,9,8,2,2,32,16, True, False, True,0.99
RGB,9,8,2,2,32,16, False, True, True,0.99
RGB,9,8,2,2,32,16, False, False, True,0.9875
RGB,9,8,2,2,32,32, True, True, True,0.985
RGB,9,8,2,2,32,32, True, False, True,0.9975
RGB,9,8,2,2,32,32, False, True, True,0.9925
RGB,9,8,2,2,32,32, False, False, True,0.98
RGB,9,8,2, ALL,16,16, True, True, True,0.99
RGB,9,8,2, ALL,16,16, True, False, True,0.985
RGB,9,8,2, ALL,16,16, False, True, True,1
RGB,9,8,2, ALL,16,16, False, False, True,0.97
RGB,9,8,2, ALL,16,32, True, True, True,0.9925
RGB,9,8,2, ALL,16,32, True, False, True,0.9875
RGB,9,8,2, ALL,16,32, False, True, True,0.9825
RGB,9,8,2, ALL,16,32, False, False, True,0.9875
RGB,9,8,2, ALL,32,16, True, True, True,0.99
RGB,9,8,2, ALL,32,16, True, False, True,0.985
RGB,9,8,2, ALL,32,16, False, True, True,0.9975
RGB,9,8,2, ALL,32,16, False, False, True,0.9875
RGB,9,8,2, ALL,32,32, True, True, True,0.9925
RGB,9,8,2, ALL,32,32, True, False, True,0.995
RGB,9,8,2, ALL,32,32, False, True, True,0.99
RGB,9,8,2, ALL,32,32, False, False, True,0.98
RGB,9,8,3,0,16,16, True, True, True,0.9925
RGB,9,8,3,0,16,16, True, False, True,0.9825
RGB,9,8,3,0,16,16, False, True, True,0.9875
RGB,9,8,3,0,16,16, False, False, True,0.9725
RGB,9,8,3,0,16,32, True, True, True,0.995
RGB,9,8,3,0,16,32, True, False, True,0.99
RGB,9,8,3,0,16,32, False, True, True,0.995
RGB,9,8,3,0,16,32, False, False, True,0.9775
RGB,9,8,3,0,32,16, True, True, True,0.9925
RGB,9,8,3,0,32,16, True, False, True,0.9875
RGB,9,8,3,0,32,16, False, True, True,0.99
RGB,9,8,3,0,32,16, False, False, True,0.9625
RGB,9,8,3,0,32,32, True, True, True,0.99
RGB,9,8,3,0,32,32, True, False, True,0.9825
RGB,9,8,3,0,32,32, False, True, True,0.9975
RGB,9,8,3,0,32,32, False, False, True,0.975
RGB,9,8,3,1,16,16, True, True, True,0.99
RGB,9,8,3,1,16,16, True, False, True,0.9825
RGB,9,8,3,1,16,16, False, True, True,0.98
RGB,9,8,3,1,16,16, False, False, True,0.98
RGB,9,8,3,1,16,32, True, True, True,0.985
RGB,9,8,3,1,16,32, True, False, True,0.99
RGB,9,8,3,1,16,32, False, True, True,0.9825
RGB,9,8,3,1,16,32, False, False, True,0.9725
RGB,9,8,3,1,32,16, True, True, True,0.98
RGB,9,8,3,1,32,16, True, False, True,0.9875
RGB,9,8,3,1,32,16, False, True, True,0.995
RGB,9,8,3,1,32,16, False, False, True,0.9625
RGB,9,8,3,1,32,32, True, True, True,0.995
RGB,9,8,3,1,32,32, True, False, True,0.985
RGB,9,8,3,1,32,32, False, True, True,0.9825
RGB,9,8,3,1,32,32, False, False, True,0.97
RGB,9,8,3,2,16,16, True, True, True,0.9875
RGB,9,8,3,2,16,16, True, False, True,0.985
RGB,9,8,3,2,16,16, False, True, True,0.9925
RGB,9,8,3,2,16,16, False, False, True,0.97
RGB,9,8,3,2,16,32, True, True, True,0.9975
RGB,9,8,3,2,16,32, True, False, True,0.9775
RGB,9,8,3,2,16,32, False, True, True,0.9975
RGB,9,8,3,2,16,32, False, False, True,0.97
RGB,9,8,3,2,32,16, True, True, True,0.9925
RGB,9,8,3,2,32,16, True, False, True,0.995
RGB,9,8,3,2,32,16, False, True, True,0.9925
RGB,9,8,3,2,32,16, False, False, True,0.97
RGB,9,8,3,2,32,32, True, True, True,0.99
RGB,9,8,3,2,32,32, True, False, True,0.99
